station,date,lat,lng,y
USC00036393,2012-01-01,35.8236,-93.7672,25.821200522264224
USC00036393,2012-01-02,35.8236,-93.7672,17.580220194521363
USC00036393,2012-01-03,35.8236,-93.7672,6.765951054527926
USC00036393,2012-01-04,35.8236,-93.7672,16.048731062727025
USC00036393,2012-01-05,35.8236,-93.7672,18.331812152271915
USC00036393,2012-01-06,35.8236,-93.7672,1.1801019588548622
USC00036393,2012-01-07,35.8236,-93.7672,1.0902204538484994
USC00036393,2012-01-08,35.8236,-93.7672,29.906996103275375
USC00036393,2012-01-09,35.8236,-93.7672,29.870371574533486
USC00036393,2012-01-10,35.8236,-93.7672,4.970575051258793
USC00036393,2012-01-11,35.8236,-93.7672,25.21662432383298
USC00036393,2012-01-12,35.8236,-93.7672,13.054534385875781
USC00036393,2012-01-13,35.8236,-93.7672,7.274431260805139
USC00036393,2012-01-14,35.8236,-93.7672,21.719692007406614
USC00036393,2012-01-15,35.8236,-93.7672,13.948245274166172
USC00036393,2012-01-16,35.8236,-93.7672,3.0016215892217204
USC00036393,2012-01-17,35.8236,-93.7672,17.622086585721952
USC00036393,2012-01-18,35.8236,-93.7672,23.812955474646586
USC00036393,2012-01-19,35.8236,-93.7672,25.37880355249514
USC00036393,2012-01-20,35.8236,-93.7672,17.60784593885489
USC00036393,2012-01-21,35.8236,-93.7672,22.33588620592674
USC00036393,2012-01-22,35.8236,-93.7672,9.442104297815414
USC00036393,2012-01-23,35.8236,-93.7672,7.675478874201048
USC00036393,2012-01-24,35.8236,-93.7672,16.4228077457565
USC00036393,2012-01-25,35.8236,-93.7672,21.045937211406297
USC00036393,2012-01-26,35.8236,-93.7672,14.508351456372193
USC00036393,2012-01-27,35.8236,-93.7672,26.433042682742432
USC00036393,2012-01-28,35.8236,-93.7672,11.562670020578365
USC00036393,2012-01-29,35.8236,-93.7672,22.17600575409855
USC00036393,2012-01-30,35.8236,-93.7672,23.761187178905253
USC00036393,2012-01-31,35.8236,-93.7672,29.29962682079341
USC00036393,2012-02-01,35.8236,-93.7672,10.63830564182487
USC00036393,2012-02-02,35.8236,-93.7672,28.64994550449769
USC00036393,2012-02-03,35.8236,-93.7672,25.835719741486173
USC00036393,2012-02-04,35.8236,-93.7672,25.24033317752935
USC00036393,2012-02-05,35.8236,-93.7672,10.14815954286952
USC00036393,2012-02-06,35.8236,-93.7672,13.728808178634113
USC00036393,2012-02-07,35.8236,-93.7672,26.05931517204781
USC00036393,2012-02-08,35.8236,-93.7672,24.416891265680487
USC00036393,2012-02-09,35.8236,-93.7672,28.584206076109016
USC00036393,2012-02-10,35.8236,-93.7672,25.485260026144225
USC00036393,2012-02-11,35.8236,-93.7672,4.759207994434798
USC00036393,2012-02-12,35.8236,-93.7672,9.383757803696883
USC00036393,2012-02-13,35.8236,-93.7672,18.33245544418039
USC00036393,2012-02-14,35.8236,-93.7672,11.289605931278045
USC00036393,2012-02-15,35.8236,-93.7672,8.227047568831091
USC00036393,2012-02-16,35.8236,-93.7672,23.485303842587953
USC00036393,2012-02-17,35.8236,-93.7672,21.25143477061921
USC00036393,2012-02-18,35.8236,-93.7672,9.27719202607856
USC00036393,2012-02-19,35.8236,-93.7672,5.2428672865132455
USC00036393,2012-02-20,35.8236,-93.7672,22.23421565860919
USC00036393,2012-02-21,35.8236,-93.7672,13.138289227658642
USC00036393,2012-02-22,35.8236,-93.7672,28.757834624720097
USC00036393,2012-02-23,35.8236,-93.7672,23.99134884469572
USC00036393,2012-02-24,35.8236,-93.7672,21.965492041465357
USC00036393,2012-02-25,35.8236,-93.7672,9.311134259447853
USC00036393,2012-02-26,35.8236,-93.7672,18.392515805298103
USC00036393,2012-02-27,35.8236,-93.7672,5.150488782813129
USC00036393,2012-02-28,35.8236,-93.7672,26.573766267982514
USC00036393,2012-02-29,35.8236,-93.7672,19.281108051157794
USC00036393,2012-03-01,35.8236,-93.7672,13.439712325542569
USC00036393,2012-03-02,35.8236,-93.7672,28.958615423912573
USC00036393,2012-03-03,35.8236,-93.7672,24.587030234445532
USC00036393,2012-03-04,35.8236,-93.7672,9.984972248141831
USC00036393,2012-03-05,35.8236,-93.7672,4.794895931090268
USC00036393,2012-03-06,35.8236,-93.7672,0.7400805788697484
USC00036393,2012-03-07,35.8236,-93.7672,10.820633295040816
USC00036393,2012-03-08,35.8236,-93.7672,9.68345485845304
USC00036393,2012-03-09,35.8236,-93.7672,11.167922283016944
USC00036393,2012-03-10,35.8236,-93.7672,10.335862341195778
USC00036393,2012-03-11,35.8236,-93.7672,24.59988957788291
USC00036393,2012-03-12,35.8236,-93.7672,7.4132574503777295
USC00036393,2012-03-13,35.8236,-93.7672,22.53293687325411
USC00036393,2012-03-14,35.8236,-93.7672,4.3566246619445
USC00036393,2012-03-15,35.8236,-93.7672,8.026083495277831
USC00036393,2012-03-16,35.8236,-93.7672,2.10005398263211
USC00036393,2012-03-17,35.8236,-93.7672,29.955027035452634
USC00036393,2012-03-18,35.8236,-93.7672,23.606274120275703
USC00036393,2012-03-19,35.8236,-93.7672,27.772514183040325
USC00036393,2012-03-20,35.8236,-93.7672,7.2209237868334295
USC00036393,2012-03-21,35.8236,-93.7672,8.099486519248362
USC00036393,2012-03-22,35.8236,-93.7672,1.7724229159698957
USC00036393,2012-03-23,35.8236,-93.7672,21.61754872249231
USC00036393,2012-03-24,35.8236,-93.7672,25.59057576260934
USC00036393,2012-03-25,35.8236,-93.7672,27.12969494940433
USC00036393,2012-03-26,35.8236,-93.7672,22.740014421625062
USC00036393,2012-03-27,35.8236,-93.7672,17.47735714816284
USC00036393,2012-03-28,35.8236,-93.7672,0.22745769310878794
USC00036393,2012-03-29,35.8236,-93.7672,3.7037758720033196
USC00036393,2012-03-30,35.8236,-93.7672,10.395147692301332
USC00036393,2012-03-31,35.8236,-93.7672,1.4311409769503458
USC00036393,2012-04-01,35.8236,-93.7672,2.4443429890968114
USC00036393,2012-04-02,35.8236,-93.7672,3.986308768866386
USC00036393,2012-04-03,35.8236,-93.7672,17.490138165901374
USC00036393,2012-04-04,35.8236,-93.7672,7.325692376435055
USC00036393,2012-04-05,35.8236,-93.7672,16.171273599464406
USC00036393,2012-04-06,35.8236,-93.7672,27.32658571575754
USC00036393,2012-04-07,35.8236,-93.7672,8.131217966447847
USC00036393,2012-04-08,35.8236,-93.7672,17.070419073048956
USC00036393,2012-04-09,35.8236,-93.7672,27.417796262398827
USC00036393,2012-04-10,35.8236,-93.7672,15.607703210912318
USC00036393,2012-04-11,35.8236,-93.7672,19.13210891139271
USC00036393,2012-04-12,35.8236,-93.7672,20.296088142886614
USC00036393,2012-04-13,35.8236,-93.7672,26.477265545887235
USC00036393,2012-04-14,35.8236,-93.7672,17.344449081972083
USC00036393,2012-04-15,35.8236,-93.7672,13.323342101745975
USC00036393,2012-04-16,35.8236,-93.7672,23.48474157117424
USC00036393,2012-04-17,35.8236,-93.7672,24.896815550085822
USC00036393,2012-04-18,35.8236,-93.7672,7.154272061888673
USC00036393,2012-04-19,35.8236,-93.7672,26.763884210222706
USC00036393,2012-04-20,35.8236,-93.7672,22.45835362459756
USC00036393,2012-04-21,35.8236,-93.7672,9.564028584903363
USC00036393,2012-04-22,35.8236,-93.7672,27.578796540567197
USC00036393,2012-04-23,35.8236,-93.7672,23.81134458961142
USC00036393,2012-04-24,35.8236,-93.7672,22.852670182548554
USC00036393,2012-04-25,35.8236,-93.7672,27.687090316085172
USC00036393,2012-04-26,35.8236,-93.7672,0.09200407347890738
USC00036393,2012-04-27,35.8236,-93.7672,6.622184771480926
USC00036393,2012-04-28,35.8236,-93.7672,3.58529204353908
USC00036393,2012-04-29,35.8236,-93.7672,18.021135637219636
USC00036393,2012-04-30,35.8236,-93.7672,11.520780913325195
USC00036393,2012-05-01,35.8236,-93.7672,3.447942865816249
USC00036393,2012-05-02,35.8236,-93.7672,0.7059353443441763
USC00036393,2012-05-03,35.8236,-93.7672,27.04366572645604
USC00036393,2012-05-04,35.8236,-93.7672,27.62305216461674
USC00036393,2012-05-05,35.8236,-93.7672,4.136209041666968
USC00036393,2012-05-06,35.8236,-93.7672,26.946471875959688
USC00036393,2012-05-07,35.8236,-93.7672,0.937291871324486
USC00036393,2012-05-08,35.8236,-93.7672,21.193626808566417
USC00036393,2012-05-09,35.8236,-93.7672,19.48937621083525
USC00036393,2012-05-10,35.8236,-93.7672,9.662565363003528
USC00036393,2012-05-11,35.8236,-93.7672,12.506021153665937
USC00036393,2012-05-12,35.8236,-93.7672,10.200270265824516
USC00036393,2012-05-13,35.8236,-93.7672,6.893088112391204
USC00036393,2012-05-14,35.8236,-93.7672,15.069453324295983
USC00036393,2012-05-15,35.8236,-93.7672,14.561453448487297
USC00036393,2012-05-16,35.8236,-93.7672,6.678953191267347
USC00036393,2012-05-17,35.8236,-93.7672,7.37130840189812
USC00036393,2012-05-18,35.8236,-93.7672,6.274806236922592
USC00036393,2012-05-19,35.8236,-93.7672,23.488541064522607
USC00036393,2012-05-20,35.8236,-93.7672,14.625453478265493
USC00036393,2012-05-21,35.8236,-93.7672,1.5790553798199591
USC00036393,2012-05-22,35.8236,-93.7672,26.98840261986926
USC00036393,2012-05-23,35.8236,-93.7672,15.454735657612646
USC00036393,2012-05-24,35.8236,-93.7672,0.3087036892189976
USC00036393,2012-05-25,35.8236,-93.7672,3.258629098173266
USC00036393,2012-05-26,35.8236,-93.7672,18.80855774568095
USC00036393,2012-05-27,35.8236,-93.7672,10.31971570568386
USC00036393,2012-05-28,35.8236,-93.7672,25.359344391431645
USC00036393,2012-05-29,35.8236,-93.7672,3.719403799382448
USC00036393,2012-05-30,35.8236,-93.7672,25.30051432759735
USC00036393,2012-05-31,35.8236,-93.7672,4.038157110714053
USC00036393,2012-06-01,35.8236,-93.7672,16.55586896960433
USC00036393,2012-06-02,35.8236,-93.7672,1.5999935580745406
USC00036393,2012-06-03,35.8236,-93.7672,13.783489115404242
USC00036393,2012-06-04,35.8236,-93.7672,8.307587807916345
USC00036393,2012-06-05,35.8236,-93.7672,5.5322978801513685
USC00036393,2012-06-06,35.8236,-93.7672,7.166671469463268
USC00036393,2012-06-07,35.8236,-93.7672,24.385142469283178
USC00036393,2012-06-08,35.8236,-93.7672,28.511139530745172
USC00036393,2012-06-09,35.8236,-93.7672,27.001478451616332
USC00036393,2012-06-10,35.8236,-93.7672,17.68117226450273
USC00036393,2012-06-11,35.8236,-93.7672,25.66397793042957
USC00036393,2012-06-12,35.8236,-93.7672,21.443615133037852
USC00036393,2012-06-13,35.8236,-93.7672,18.370274724050034
USC00036393,2012-06-14,35.8236,-93.7672,0.43048762810004804
USC00036393,2012-06-15,35.8236,-93.7672,29.6328269548727
USC00036393,2012-06-16,35.8236,-93.7672,24.719287018252352
USC00036393,2012-06-17,35.8236,-93.7672,29.215136919495
USC00036393,2012-06-18,35.8236,-93.7672,16.03001171205206
USC00036393,2012-06-19,35.8236,-93.7672,14.860488566642545
USC00036393,2012-06-20,35.8236,-93.7672,2.107623246214075
USC00036393,2012-06-21,35.8236,-93.7672,5.908242197743379
USC00036393,2012-06-22,35.8236,-93.7672,16.7312735273845
USC00036393,2012-06-23,35.8236,-93.7672,15.633426934797829
USC00036393,2012-06-24,35.8236,-93.7672,19.161774188140004
USC00036393,2012-06-25,35.8236,-93.7672,8.427200302210492
USC00036393,2012-06-26,35.8236,-93.7672,11.085541017795546
USC00036393,2012-06-27,35.8236,-93.7672,28.294268964517418
USC00036393,2012-06-28,35.8236,-93.7672,2.521759244858859
USC00036393,2012-06-29,35.8236,-93.7672,25.00155336943103
USC00036393,2012-06-30,35.8236,-93.7672,3.1865468014240017
USC00036393,2012-07-01,35.8236,-93.7672,17.924374443488333
USC00036393,2012-07-02,35.8236,-93.7672,22.98901076748434
USC00036393,2012-07-03,35.8236,-93.7672,8.725430852894867
USC00036393,2012-07-04,35.8236,-93.7672,18.72449937446638
USC00036393,2012-07-05,35.8236,-93.7672,5.162394744816202
USC00036393,2012-07-06,35.8236,-93.7672,16.494448053576043
USC00036393,2012-07-07,35.8236,-93.7672,7.092034417675372
USC00036393,2012-07-08,35.8236,-93.7672,9.517890562838927
USC00036393,2012-07-09,35.8236,-93.7672,9.003199385450474
USC00036393,2012-07-10,35.8236,-93.7672,20.96982502950976
USC00036393,2012-07-11,35.8236,-93.7672,13.579408312289573
USC00036393,2012-07-12,35.8236,-93.7672,1.41531840758356
USC00036393,2012-07-13,35.8236,-93.7672,13.263281137583634
USC00036393,2012-07-14,35.8236,-93.7672,19.58373809815057
USC00036393,2012-07-15,35.8236,-93.7672,3.7995601635310186
USC00036393,2012-07-16,35.8236,-93.7672,6.879298581676228
USC00036393,2012-07-17,35.8236,-93.7672,9.979763304565601
USC00036393,2012-07-18,35.8236,-93.7672,14.592079425227846
